ar,kvartal,diagnoskapitel_kod,diagnoskapitel_text,lan_kod,lan_text,antal,andel,antal_kvinnor,andel_kvinnor,antal_man,andel_man
2005,1,V01-Y98,Yttre orsaker till sjukdom och död,12,Skåne län,..,..,..,..,..,..
2005,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,12,Skåne län,558,1.88,377,1.99,181,1.68
2005,1,-00--99,Saknas/Okänd,12,Skåne län,3349,11.3,2142,11.3,1207,11.2
2005,1,Samtliga,Samtliga,13,Hallands län,6855,100,4326,100,2529,100
2005,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,13,Hallands län,42,0.61,23,0.53,19,0.75
2005,1,C00-D48,Tumörer,13,Hallands län,279,4.07,183,4.23,96,3.8
2005,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,13,Hallands län,..,..,..,..,..,..
2005,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",13,Hallands län,69,1.01,44,1.02,25,0.99
2005,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,13,Hallands län,1984,28.9,1377,31.8,607,24
2005,1,G00-G99,Sjukdomar i nervsystemet,13,Hallands län,187,2.73,127,2.94,60,2.37
2005,1,H00-H59,Sjukdomar i ögat och närliggande organ,13,Hallands län,25,0.36,14,0.32,11,0.43
2005,1,H60-H95,Sjukdomar i örat och mastoidutskottet,13,Hallands län,78,1.14,44,1.02,34,1.34
2005,1,I00-I99,Cirkulationsorganens sjukdomar,13,Hallands län,283,4.13,95,2.2,188,7.43
2005,1,J00-J99,Andningsorganens sjukdomar,13,Hallands län,95,1.39,56,1.29,39,1.54
2005,1,K00-K93,Matsmältningsorganens sjukdomar,13,Hallands län,111,1.62,61,1.41,50,1.98
2005,1,L00-L99,Hudens och underhudens sjukdomar,13,Hallands län,54,0.79,31,0.72,23,0.91
2005,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,13,Hallands län,2163,31.6,1347,31.1,816,32.3
2005,1,N00-N99,Sjukdomar i urin- och könsorganen,13,Hallands län,59,0.86,45,1.04,14,0.55
2005,1,O00-O99,"Graviditet, förlossning och barnsängstid",13,Hallands län,122,1.78,122,2.82,-,-
2005,1,P00-P96,Vissa perinatala tillstånd,13,Hallands län,..,..,..,..,-,-
2005,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",13,Hallands län,..,..,..,..,..,..
2005,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",13,Hallands län,182,2.65,123,2.84,59,2.33
2005,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",13,Hallands län,457,6.67,208,4.81,249,9.85
2005,1,U00-U99,Koder för särskilda ändamål,13,Hallands län,-,-,-,-,-,-
2005,1,V01-Y98,Yttre orsaker till sjukdom och död,13,Hallands län,..,..,-,-,..,..
2005,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,13,Hallands län,156,2.28,112,2.59,44,1.74
2005,1,-00--99,Saknas/Okänd,13,Hallands län,493,7.19,305,7.05,188,7.43
2005,1,Samtliga,Samtliga,14,Västra Götalands län,39309,100,24946,100,14363,100
2005,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,14,Västra Götalands län,187,0.48,105,0.42,82,0.57
2005,1,C00-D48,Tumörer,14,Västra Götalands län,1356,3.45,848,3.4,508,3.54
2005,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,14,Västra Götalands län,77,0.2,49,0.2,28,0.19
2005,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",14,Västra Götalands län,364,0.93,227,0.91,137,0.95
2005,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,14,Västra Götalands län,12186,31,8331,33.4,3855,26.8
2005,1,G00-G99,Sjukdomar i nervsystemet,14,Västra Götalands län,948,2.41,630,2.53,318,2.21
2005,1,H00-H59,Sjukdomar i ögat och närliggande organ,14,Västra Götalands län,148,0.38,74,0.3,74,0.52
2005,1,H60-H95,Sjukdomar i örat och mastoidutskottet,14,Västra Götalands län,329,0.84,190,0.76,139,0.97
2005,1,I00-I99,Cirkulationsorganens sjukdomar,14,Västra Götalands län,1521,3.87,606,2.43,915,6.37
2005,1,J00-J99,Andningsorganens sjukdomar,14,Västra Götalands län,576,1.47,370,1.48,206,1.43
2005,1,K00-K93,Matsmältningsorganens sjukdomar,14,Västra Götalands län,640,1.63,359,1.44,281,1.96
2005,1,L00-L99,Hudens och underhudens sjukdomar,14,Västra Götalands län,255,0.65,159,0.64,96,0.67
2005,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,14,Västra Götalands län,10997,28,6920,27.7,4077,28.4
2005,1,N00-N99,Sjukdomar i urin- och könsorganen,14,Västra Götalands län,276,0.7,183,0.73,93,0.65
2005,1,O00-O99,"Graviditet, förlossning och barnsängstid",14,Västra Götalands län,497,1.26,497,1.99,-,-
2005,1,P00-P96,Vissa perinatala tillstånd,14,Västra Götalands län,..,..,..,..,..,..
2005,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",14,Västra Götalands län,49,0.12,28,0.11,21,0.15
2005,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",14,Västra Götalands län,1477,3.76,1018,4.08,459,3.2
2005,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",14,Västra Götalands län,2671,6.79,1278,5.12,1393,9.7
2005,1,U00-U99,Koder för särskilda ändamål,14,Västra Götalands län,-,-,-,-,-,-
2005,1,V01-Y98,Yttre orsaker till sjukdom och död,14,Västra Götalands län,..,..,..,..,..,..
2005,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,14,Västra Götalands län,844,2.15,574,2.3,270,1.88
2005,1,-00--99,Saknas/Okänd,14,Västra Götalands län,3875,9.86,2480,9.94,1395,9.71
2005,1,Samtliga,Samtliga,17,Värmlands län,7418,100,4657,100,2761,100
2005,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,17,Värmlands län,30,0.4,20,0.43,10,0.36
2005,1,C00-D48,Tumörer,17,Värmlands län,253,3.41,166,3.56,87,3.15
2005,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,17,Värmlands län,..,..,..,..,..,..
2005,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",17,Värmlands län,75,1.01,51,1.1,24,0.87
2005,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,17,Värmlands län,2173,29.3,1556,33.4,617,22.3
2005,1,G00-G99,Sjukdomar i nervsystemet,17,Värmlands län,223,3.01,136,2.92,87,3.15
2005,1,H00-H59,Sjukdomar i ögat och närliggande organ,17,Värmlands län,..,..,..,..,12,0.43
2005,1,H60-H95,Sjukdomar i örat och mastoidutskottet,17,Värmlands län,71,0.96,33,0.71,38,1.38
2005,1,I00-I99,Cirkulationsorganens sjukdomar,17,Värmlands län,320,4.31,119,2.56,201,7.28
2005,1,J00-J99,Andningsorganens sjukdomar,17,Värmlands län,101,1.36,65,1.4,36,1.3
2005,1,K00-K93,Matsmältningsorganens sjukdomar,17,Värmlands län,129,1.74,64,1.37,65,2.35
2005,1,L00-L99,Hudens och underhudens sjukdomar,17,Värmlands län,65,0.88,40,0.86,25,0.91
2005,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,17,Värmlands län,2392,32.2,1424,30.6,968,35.1
2005,1,N00-N99,Sjukdomar i urin- och könsorganen,17,Värmlands län,50,0.67,36,0.77,14,0.51
2005,1,O00-O99,"Graviditet, förlossning och barnsängstid",17,Värmlands län,102,1.38,102,2.19,-,-
2005,1,P00-P96,Vissa perinatala tillstånd,17,Värmlands län,..,..,..,..,-,-
2005,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",17,Värmlands län,..,..,..,..,..,..
2005,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",17,Värmlands län,311,4.19,211,4.53,100,3.62
2005,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",17,Värmlands län,493,6.65,247,5.3,246,8.91
2005,1,U00-U99,Koder för särskilda ändamål,17,Värmlands län,-,-,-,-,-,-
2005,1,V01-Y98,Yttre orsaker till sjukdom och död,17,Värmlands län,..,..,..,..,..,..
2005,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,17,Värmlands län,185,2.49,126,2.71,59,2.14
2005,1,-00--99,Saknas/Okänd,17,Värmlands län,397,5.35,236,5.07,161,5.83
2005,1,Samtliga,Samtliga,18,Örebro län,8030,100,5139,100,2891,100
2005,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,18,Örebro län,25,0.31,15,0.29,10,0.35
2005,1,C00-D48,Tumörer,18,Örebro län,348,4.33,222,4.32,126,4.36
2005,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,18,Örebro län,32,0.4,19,0.37,13,0.45
2005,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",18,Örebro län,95,1.18,62,1.21,33,1.14
2005,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,18,Örebro län,2400,29.9,1683,32.7,717,24.8
2005,1,G00-G99,Sjukdomar i nervsystemet,18,Örebro län,221,2.75,151,2.94,70,2.42
2005,1,H00-H59,Sjukdomar i ögat och närliggande organ,18,Örebro län,27,0.34,16,0.31,11,0.38
2005,1,H60-H95,Sjukdomar i örat och mastoidutskottet,18,Örebro län,106,1.32,62,1.21,44,1.52
2005,1,I00-I99,Cirkulationsorganens sjukdomar,18,Örebro län,350,4.36,124,2.41,226,7.82
2005,1,J00-J99,Andningsorganens sjukdomar,18,Örebro län,112,1.39,70,1.36,42,1.45
2005,1,K00-K93,Matsmältningsorganens sjukdomar,18,Örebro län,118,1.47,64,1.25,54,1.87
2005,1,L00-L99,Hudens och underhudens sjukdomar,18,Örebro län,61,0.76,33,0.64,28,0.97
2005,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,18,Örebro län,2614,32.6,1664,32.4,950,32.9
2005,1,N00-N99,Sjukdomar i urin- och könsorganen,18,Örebro län,73,0.91,42,0.82,31,1.07
2005,1,O00-O99,"Graviditet, förlossning och barnsängstid",18,Örebro län,95,1.18,95,1.85,-,-
2005,1,P00-P96,Vissa perinatala tillstånd,18,Örebro län,..,..,..,..,-,-
2005,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",18,Örebro län,..,..,12,0.23,..,..
2005,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",18,Örebro län,301,3.75,204,3.97,97,3.36
2005,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",18,Örebro län,466,5.8,232,4.51,234,8.09
2005,1,U00-U99,Koder för särskilda ändamål,18,Örebro län,-,-,-,-,-,-
2005,1,V01-Y98,Yttre orsaker till sjukdom och död,18,Örebro län,..,..,..,..,..,..
2005,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,18,Örebro län,182,2.27,137,2.67,45,1.56
2005,1,-00--99,Saknas/Okänd,18,Örebro län,380,4.73,228,4.44,152,5.26
2005,1,Samtliga,Samtliga,19,Västmanlands län,6950,100,4385,100,2565,100
2005,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,19,Västmanlands län,40,0.58,25,0.57,15,0.58
2005,1,C00-D48,Tumörer,19,Västmanlands län,240,3.45,167,3.81,73,2.85
2005,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,19,Västmanlands län,..,..,13,0.3,..,..
2005,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",19,Västmanlands län,67,0.96,40,0.91,27,1.05
2005,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,19,Västmanlands län,1977,28.4,1380,31.5,597,23.3
2005,1,G00-G99,Sjukdomar i nervsystemet,19,Västmanlands län,150,2.16,95,2.17,55,2.14
2005,1,H00-H59,Sjukdomar i ögat och närliggande organ,19,Västmanlands län,24,0.35,13,0.3,11,0.43
2005,1,H60-H95,Sjukdomar i örat och mastoidutskottet,19,Västmanlands län,39,0.56,23,0.52,16,0.62
2005,1,I00-I99,Cirkulationsorganens sjukdomar,19,Västmanlands län,282,4.06,119,2.71,163,6.35
2005,1,J00-J99,Andningsorganens sjukdomar,19,Västmanlands län,101,1.45,61,1.39,40,1.56
2005,1,K00-K93,Matsmältningsorganens sjukdomar,19,Västmanlands län,110,1.58,55,1.25,55,2.14
2005,1,L00-L99,Hudens och underhudens sjukdomar,19,Västmanlands län,69,0.99,44,1,25,0.97
2005,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,19,Västmanlands län,2335,33.6,1397,31.9,938,36.6
2005,1,N00-N99,Sjukdomar i urin- och könsorganen,19,Västmanlands län,51,0.73,35,0.8,16,0.62
2005,1,O00-O99,"Graviditet, förlossning och barnsängstid",19,Västmanlands län,70,1.01,70,1.6,-,-
2005,1,P00-P96,Vissa perinatala tillstånd,19,Västmanlands län,..,..,..,..,-,-
2005,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",19,Västmanlands län,..,..,..,..,..,..
2005,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",19,Västmanlands län,316,4.55,226,5.15,90,3.51
2005,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",19,Västmanlands län,490,7.05,238,5.43,252,9.82
2005,1,U00-U99,Koder för särskilda ändamål,19,Västmanlands län,-,-,-,-,-,-
2005,1,V01-Y98,Yttre orsaker till sjukdom och död,19,Västmanlands län,..,..,..,..,..,..
2005,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,19,Västmanlands län,156,2.24,119,2.71,37,1.44
2005,1,-00--99,Saknas/Okänd,19,Västmanlands län,404,5.81,258,5.88,146,5.69
2005,1,Samtliga,Samtliga,20,Dalarnas län,8231,100,5055,100,3176,100
2005,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,20,Dalarnas län,31,0.38,13,0.26,18,0.57
2005,1,C00-D48,Tumörer,20,Dalarnas län,308,3.74,194,3.84,114,3.59
2005,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,20,Dalarnas län,..,..,15,0.3,..,..
2005,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",20,Dalarnas län,95,1.15,51,1.01,44,1.39
2005,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,20,Dalarnas län,2213,26.9,1545,30.6,668,21
2005,1,G00-G99,Sjukdomar i nervsystemet,20,Dalarnas län,231,2.81,144,2.85,87,2.74
2005,1,H00-H59,Sjukdomar i ögat och närliggande organ,20,Dalarnas län,33,0.4,22,0.44,11,0.35
2005,1,H60-H95,Sjukdomar i örat och mastoidutskottet,20,Dalarnas län,73,0.89,39,0.77,34,1.07
2005,1,I00-I99,Cirkulationsorganens sjukdomar,20,Dalarnas län,406,4.93,153,3.03,253,7.97
2005,1,J00-J99,Andningsorganens sjukdomar,20,Dalarnas län,125,1.52,71,1.4,54,1.7
2005,1,K00-K93,Matsmältningsorganens sjukdomar,20,Dalarnas län,114,1.39,67,1.33,47,1.48
2005,1,L00-L99,Hudens och underhudens sjukdomar,20,Dalarnas län,74,0.9,48,0.95,26,0.82
2005,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,20,Dalarnas län,2860,34.7,1710,33.8,1150,36.2
2005,1,N00-N99,Sjukdomar i urin- och könsorganen,20,Dalarnas län,41,0.5,26,0.51,15,0.47
2005,1,O00-O99,"Graviditet, förlossning och barnsängstid",20,Dalarnas län,66,0.8,66,1.31,-,-
2005,1,P00-P96,Vissa perinatala tillstånd,20,Dalarnas län,..,..,..,..,..,..
2005,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",20,Dalarnas län,..,..,..,..,..,..
2005,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",20,Dalarnas län,333,4.05,223,4.41,110,3.46
2005,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",20,Dalarnas län,560,6.8,256,5.06,304,9.57
2005,1,U00-U99,Koder för särskilda ändamål,20,Dalarnas län,-,-,-,-,-,-
2005,1,V01-Y98,Yttre orsaker till sjukdom och död,20,Dalarnas län,..,..,-,-,..,..
2005,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,20,Dalarnas län,187,2.27,133,2.63,54,1.7
2005,1,-00--99,Saknas/Okänd,20,Dalarnas län,446,5.42,271,5.36,175,5.51
2005,1,Samtliga,Samtliga,21,Gävleborgs län,7751,100,4919,100,2832,100
2005,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,21,Gävleborgs län,36,0.46,19,0.39,17,0.6
2005,1,C00-D48,Tumörer,21,Gävleborgs län,284,3.66,185,3.76,99,3.5
2005,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,21,Gävleborgs län,..,..,12,0.24,..,..
2005,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",21,Gävleborgs län,78,1.01,58,1.18,20,0.71
2005,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,21,Gävleborgs län,2105,27.2,1471,29.9,634,22.4
2005,1,G00-G99,Sjukdomar i nervsystemet,21,Gävleborgs län,144,1.86,89,1.81,55,1.94
2005,1,H00-H59,Sjukdomar i ögat och närliggande organ,21,Gävleborgs län,27,0.35,13,0.26,14,0.49
2005,1,H60-H95,Sjukdomar i örat och mastoidutskottet,21,Gävleborgs län,75,0.97,39,0.79,36,1.27
2005,1,I00-I99,Cirkulationsorganens sjukdomar,21,Gävleborgs län,391,5.04,144,2.93,247,8.72
2005,1,J00-J99,Andningsorganens sjukdomar,21,Gävleborgs län,120,1.55,77,1.57,43,1.52
2005,1,K00-K93,Matsmältningsorganens sjukdomar,21,Gävleborgs län,114,1.47,76,1.55,38,1.34
2005,1,L00-L99,Hudens och underhudens sjukdomar,21,Gävleborgs län,54,0.7,34,0.69,20,0.71
2005,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,21,Gävleborgs län,2301,29.7,1430,29.1,871,30.8
2005,1,N00-N99,Sjukdomar i urin- och könsorganen,21,Gävleborgs län,54,0.7,34,0.69,20,0.71
2005,1,O00-O99,"Graviditet, förlossning och barnsängstid",21,Gävleborgs län,160,2.06,160,3.25,-,-
2005,1,P00-P96,Vissa perinatala tillstånd,21,Gävleborgs län,..,..,..,..,-,-
2005,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",21,Gävleborgs län,..,..,..,..,..,..
2005,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",21,Gävleborgs län,375,4.84,257,5.22,118,4.17
2005,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",21,Gävleborgs län,492,6.35,226,4.59,266,9.39
2005,1,U00-U99,Koder för särskilda ändamål,21,Gävleborgs län,-,-,-,-,-,-
2005,1,V01-Y98,Yttre orsaker till sjukdom och död,21,Gävleborgs län,..,..,..,..,..,..
2005,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,21,Gävleborgs län,193,2.49,146,2.97,47,1.66
2005,1,-00--99,Saknas/Okänd,21,Gävleborgs län,715,9.22,438,8.9,277,9.78
2005,1,Samtliga,Samtliga,22,Västernorrlands län,8436,100,5473,100,2963,100
2005,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,22,Västernorrlands län,37,0.44,16,0.29,21,0.71
2005,1,C00-D48,Tumörer,22,Västernorrlands län,319,3.78,229,4.18,90,3.04
2005,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,22,Västernorrlands län,..,..,12,0.22,..,..
2005,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",22,Västernorrlands län,95,1.13,55,1,40,1.35
2005,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,22,Västernorrlands län,2212,26.2,1593,29.1,619,20.9
2005,1,G00-G99,Sjukdomar i nervsystemet,22,Västernorrlands län,186,2.2,120,2.19,66,2.23
2005,1,H00-H59,Sjukdomar i ögat och närliggande organ,22,Västernorrlands län,30,0.36,17,0.31,13,0.44
2005,1,H60-H95,Sjukdomar i örat och mastoidutskottet,22,Västernorrlands län,78,0.92,51,0.93,27,0.91
2005,1,I00-I99,Cirkulationsorganens sjukdomar,22,Västernorrlands län,451,5.35,201,3.67,250,8.44
2005,1,J00-J99,Andningsorganens sjukdomar,22,Västernorrlands län,120,1.42,72,1.32,48,1.62
2005,1,K00-K93,Matsmältningsorganens sjukdomar,22,Västernorrlands län,144,1.71,80,1.46,64,2.16
2005,1,L00-L99,Hudens och underhudens sjukdomar,22,Västernorrlands län,56,0.66,35,0.64,21,0.71
2005,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,22,Västernorrlands län,2864,33.9,1864,34.1,1000,33.7
2005,1,N00-N99,Sjukdomar i urin- och könsorganen,22,Västernorrlands län,55,0.65,38,0.69,17,0.57
2005,1,O00-O99,"Graviditet, förlossning och barnsängstid",22,Västernorrlands län,75,0.89,75,1.37,-,-
2005,1,P00-P96,Vissa perinatala tillstånd,22,Västernorrlands län,..,..,..,..,-,-
2005,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",22,Västernorrlands län,..,..,..,..,..,..
2005,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",22,Västernorrlands län,262,3.11,191,3.49,71,2.4
2005,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",22,Västernorrlands län,588,6.97,263,4.81,325,11
2005,1,U00-U99,Koder för särskilda ändamål,22,Västernorrlands län,-,-,-,-,-,-
2005,1,V01-Y98,Yttre orsaker till sjukdom och död,22,Västernorrlands län,..,..,..,..,..,..
2005,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,22,Västernorrlands län,221,2.62,162,2.96,59,1.99
2005,1,-00--99,Saknas/Okänd,22,Västernorrlands län,608,7.21,388,7.09,220,7.42
2005,1,Samtliga,Samtliga,23,Jämtlands län,4863,100,3123,100,1740,100
2005,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,23,Jämtlands län,..,..,17,0.54,..,..
2005,1,C00-D48,Tumörer,23,Jämtlands län,161,3.31,110,3.52,51,2.93
2005,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,23,Jämtlands län,..,..,..,..,..,..
2005,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",23,Jämtlands län,48,0.99,27,0.86,21,1.21
2005,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,23,Jämtlands län,1162,23.9,885,28.3,277,15.9
